REF_DATE,GEO,DGUID,Type of product,Type of storage,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Nov-78,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,613,,,,0
Nov-78,Alberta,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722380,7.5.1,1061,,,,0
Nov-78,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,61,,,,0
Nov-78,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,5098,,,,0
Nov-78,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,1642,,,,0
Nov-78,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,191,,,,0
Nov-78,British Columbia,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722381,8.5.1,1832,,,,0
Dec-78,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,1636,,,,0
Dec-78,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,66976,,,,0
Dec-78,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,71598,,,,0
Dec-78,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,20677,,,,0
Dec-78,Canada,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722374,1.5.1,52498,,,,0
Dec-78,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,917,,,,0
Dec-78,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,7,,,,0
Dec-78,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,2995,,,,0
Dec-78,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,3267,,,,0
Dec-78,Maritime provinces,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722375,2.5.1,7249,,,,0
Dec-78,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,116,,,,0
Dec-78,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,14104,,,,0
Dec-78,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,26426,,,,0
Dec-78,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,10132,,,,0
Dec-78,Quebec,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722376,3.5.1,7310,,,,0
Dec-78,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,176,,,,0
Dec-78,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,48706,,,,0
Dec-78,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,38676,,,,0
Dec-78,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,6452,,,,0
Dec-78,Ontario,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722377,4.5.1,32916,,,,0
Dec-78,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,250,,,,0
Dec-78,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,0,,,,0
Dec-78,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,0,,,,0
Dec-78,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
Dec-78,Manitoba,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722378,5.5.1,1831,,,,0
Dec-78,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,8,,,,0
Dec-78,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
Dec-78,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
Dec-78,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
Dec-78,Saskatchewan,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722379,6.5.1,0,,,,0
Dec-78,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,103,,,,0
Dec-78,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,639,,,,0
Dec-78,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,2595,,,,0
Dec-78,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,139,,,,0
Dec-78,Alberta,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722380,7.5.1,960,,,,0
Dec-78,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,66,,,,0
Dec-78,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,3519,,,,0
Dec-78,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,907,,,,0
Dec-78,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,687,,,,0
Dec-78,British Columbia,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722381,8.5.1,2232,,,,0
Jan-79,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,1436,,,,0
Jan-79,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,56975,,,,0
Jan-79,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,53985,,,,0
Jan-79,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,14471,,,,0
Jan-79,Canada,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722374,1.5.1,47250,,,,0
Jan-79,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,809,,,,0
Jan-79,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
Jan-79,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,1636,,,,0
Jan-79,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,2947,,,,0
Jan-79,Maritime provinces,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722375,2.5.1,5709,,,,0
Jan-79,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,102,,,,0
Jan-79,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,11472,,,,0
Jan-79,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,18184,,,,0
Jan-79,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,7587,,,,0
Jan-79,Quebec,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722376,3.5.1,6105,,,,0
Jan-79,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,155,,,,0
Jan-79,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,42228,,,,0
Jan-79,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,30765,,,,0
Jan-79,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,3509,,,,0
Jan-79,Ontario,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722377,4.5.1,31118,,,,0
Jan-79,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,229,,,,0
Jan-79,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,828,,,,0
Jan-79,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,1470,,,,0
Jan-79,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
Jan-79,Manitoba,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722378,5.5.1,1672,,,,0
Jan-79,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,7,,,,0
Jan-79,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
Jan-79,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
Jan-79,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
Jan-79,Saskatchewan,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722379,6.5.1,0,,,,0
Jan-79,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,90,,,,0
Jan-79,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,320,,,,0
Jan-79,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,1343,,,,0
Jan-79,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,17,,,,0
Jan-79,Alberta,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722380,7.5.1,778,,,,0
Jan-79,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,44,,,,0
Jan-79,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,2126,,,,0
Jan-79,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,588,,,,0
Jan-79,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,411,,,,0
Jan-79,British Columbia,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722381,8.5.1,1868,,,,0
Feb-79,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,1219,,,,0
Feb-79,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,39452,,,,0
Feb-79,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,32206,,,,0
Feb-79,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,8471,,,,0
Feb-79,Canada,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722374,1.5.1,33217,,,,0
Feb-79,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,691,,,,0
Feb-79,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
Feb-79,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,742,,,,0
Feb-79,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,1460,,,,0
Feb-79,Maritime provinces,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722375,2.5.1,4063,,,,0
Feb-79,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,82,,,,0
Feb-79,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,7724,,,,0
Feb-79,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,10754,,,,0
Feb-79,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,4438,,,,0
Feb-79,Quebec,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722376,3.5.1,4718,,,,0
Feb-79,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,125,,,,0
Feb-79,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,30875,,,,0
Feb-79,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,19909,,,,0
Feb-79,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,2346,,,,0
Feb-79,Ontario,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722377,4.5.1,21092,,,,0
Feb-79,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,208,,,,0
Feb-79,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,395,,,,0
Feb-79,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,548,,,,0
Feb-79,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
Feb-79,Manitoba,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722378,5.5.1,1191,,,,0
Feb-79,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,7,,,,0
Feb-79,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
Feb-79,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
Feb-79,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
Feb-79,Saskatchewan,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722379,6.5.1,0,,,,0
Feb-79,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,68,,,,0
Feb-79,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,0,,,,0
Feb-79,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,200,,,,0
Feb-79,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,0,,,,0
Feb-79,Alberta,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722380,7.5.1,567,,,,0
Feb-79,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,39,,,,0
Feb-79,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,458,,,,0
Feb-79,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,53,,,,0
Feb-79,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,228,,,,0
Feb-79,British Columbia,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722381,8.5.1,1586,,,,0
Mar-79,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,1032,,,,0
Mar-79,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,28873,,,,0
Mar-79,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,17524,,,,0
Mar-79,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,3853,,,,0
Mar-79,Canada,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722374,1.5.1,21513,,,,0
Mar-79,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,592,,,,0
Mar-79,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,27,,,,0
Mar-79,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,343,,,,0
Mar-79,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,591,,,,0
Mar-79,Maritime provinces,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722375,2.5.1,3030,,,,0
Mar-79,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,71,,,,0
Mar-79,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,6006,,,,0
Mar-79,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,5638,,,,0
Mar-79,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,2052,,,,0
Mar-79,Quebec,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722376,3.5.1,3570,,,,0
Mar-79,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,97,,,,0
Mar-79,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,22678,,,,0
Mar-79,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,11367,,,,0
Mar-79,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,1211,,,,0
Mar-79,Ontario,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722377,4.5.1,13376,,,,0
Mar-79,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,180,,,,0
Mar-79,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,161,,,,0
Mar-79,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,176,,,,0
Mar-79,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
Mar-79,Manitoba,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722378,5.5.1,748,,,,0
Mar-79,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,6,,,,0
Mar-79,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
Mar-79,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
Mar-79,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
Mar-79,Saskatchewan,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722379,6.5.1,0,,,,0
Mar-79,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,54,,,,0
Mar-79,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,0,,,,0
Mar-79,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,0,,,,0
Mar-79,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,0,,,,0
Mar-79,Alberta,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722380,7.5.1,315,,,,0
Mar-79,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,31,,,,0
Mar-79,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,0,,,,0
Mar-79,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,0,,,,0
Mar-79,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,0,,,,0
Mar-79,British Columbia,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722381,8.5.1,474,,,,0
Apr-79,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,821,,,,0
Apr-79,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,20902,,,,0
Apr-79,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,8063,,,,0
Apr-79,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,1253,,,,0
Apr-79,Canada,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722374,1.5.1,13542,,,,0
Apr-79,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,477,,,,0
Apr-79,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
Apr-79,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,150,,,,0
Apr-79,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,188,,,,0
Apr-79,Maritime provinces,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722375,2.5.1,1994,,,,0
Apr-79,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,50,,,,0
Apr-79,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,4296,,,,0
Apr-79,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,2358,,,,0
Apr-79,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,614,,,,0
Apr-79,Quebec,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722376,3.5.1,2439,,,,0
Apr-79,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,76,,,,0
Apr-79,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,16606,,,,0
Apr-79,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,5555,,,,0
Apr-79,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,451,,,,0
Apr-79,Ontario,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722377,4.5.1,8817,,,,0
Apr-79,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,153,,,,0
Apr-79,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,0,,,,0
Apr-79,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,0,,,,0
Apr-79,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
Apr-79,Manitoba,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722378,5.5.1,292,,,,0
Apr-79,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,4,,,,0
Apr-79,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
Apr-79,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
Apr-79,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
Apr-79,Saskatchewan,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722379,6.5.1,0,,,,0
Apr-79,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,40,,,,0
Apr-79,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,0,,,,0
Apr-79,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,0,,,,0
Apr-79,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,0,,,,0
Apr-79,Alberta,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722380,7.5.1,0,,,,0
Apr-79,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,21,,,,0
Apr-79,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,0,,,,0
Apr-79,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,0,,,,0
Apr-79,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,0,,,,0
Apr-79,British Columbia,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722381,8.5.1,0,,,,0
May-79,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,536,,,,0
May-79,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,13895,,,,0
May-79,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,1596,,,,0
May-79,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,269,,,,0
May-79,Canada,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722374,1.5.1,5017,,,,0
May-79,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,308,,,,0
May-79,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
May-79,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,33,,,,0
May-79,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,127,,,,0
May-79,Maritime provinces,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722375,2.5.1,372,,,,0
May-79,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,36,,,,0
May-79,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,2563,,,,0
May-79,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,242,,,,0
May-79,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,0,,,,0
May-79,Quebec,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722376,3.5.1,1442,,,,0
May-79,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,34,,,,0
May-79,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,11332,,,,0
May-79,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,1321,,,,0
May-79,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,142,,,,0
May-79,Ontario,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722377,4.5.1,3177,,,,0
May-79,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,122,,,,0
May-79,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,0,,,,0
May-79,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,0,,,,0
May-79,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
May-79,Manitoba,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722378,5.5.1,26,,,,0
May-79,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,2,,,,0
May-79,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
May-79,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
May-79,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
May-79,Saskatchewan,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722379,6.5.1,0,,,,0
May-79,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,27,,,,0
May-79,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,0,,,,0
May-79,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,0,,,,0
May-79,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,0,,,,0
May-79,Alberta,,Rutabagas,Cold and common storage,Tonnes,288,units ,0,v722380,7.5.1,0,,,,0
May-79,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,7,,,,0
May-79,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,0,,,,0
May-79,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,0,,,,0
