REF_DATE,GEO,DGUID,Type of product,Type of storage,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Jun-72,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,78,,,,0
Jun-72,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,98,,,,0
Jun-72,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,44,,,,0
Jun-72,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,20,,,,0
Jun-72,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,490,,,,0
Jun-72,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,695,,,,0
Jun-72,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,239,,,,0
Jun-72,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,25,,,,0
Jun-72,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,3613,,,,0
Jun-72,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,557,,,,0
Jun-72,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,147,,,,0
Jun-72,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,0,,,,0
Jun-72,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,88,,,,0
Jun-72,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,25,,,,0
Jun-72,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,69,,,,0
Jun-72,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,1,,,,0
Jun-72,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,43,,,,0
Jun-72,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,35,,,,0
Jun-72,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,24,,,,0
Jun-72,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,21,,,,0
Jun-72,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,59,,,,0
Jun-72,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,77,,,,0
Jun-72,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,51,,,,0
Jun-72,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,2,,,,0
Jun-72,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,176,,,,0
Jun-72,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,166,,,,0
Jun-72,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,69,,,,0
Jul-72,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,0,,,,0
Jul-72,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,0,,,,0
Jul-72,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,0,,,,0
Jul-72,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,0,,,,0
Jul-72,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,0,,,,0
Jul-72,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
Jul-72,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,0,,,,0
Jul-72,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,0,,,,0
Jul-72,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,0,,,,0
Jul-72,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,0,,,,0
Jul-72,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,0,,,,0
Jul-72,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,0,,,,0
Jul-72,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,0,,,,0
Jul-72,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,0,,,,0
Jul-72,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,0,,,,0
Jul-72,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,0,,,,0
Jul-72,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,0,,,,0
Jul-72,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,0,,,,0
Jul-72,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,0,,,,0
Jul-72,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
Jul-72,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,0,,,,0
Jul-72,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
Jul-72,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
Jul-72,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
Jul-72,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,0,,,,0
Jul-72,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,0,,,,0
Jul-72,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,0,,,,0
Jul-72,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,0,,,,0
Jul-72,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,0,,,,0
Jul-72,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,0,,,,0
Jul-72,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,0,,,,0
Jul-72,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,0,,,,0
Aug-72,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,0,,,,0
Aug-72,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,0,,,,0
Aug-72,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,0,,,,0
Aug-72,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,0,,,,0
Aug-72,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,0,,,,0
Aug-72,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
Aug-72,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,0,,,,0
Aug-72,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,0,,,,0
Aug-72,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,0,,,,0
Aug-72,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,0,,,,0
Aug-72,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,0,,,,0
Aug-72,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,0,,,,0
Aug-72,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,0,,,,0
Aug-72,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,0,,,,0
Aug-72,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,0,,,,0
Aug-72,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,0,,,,0
Aug-72,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,0,,,,0
Aug-72,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,0,,,,0
Aug-72,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,0,,,,0
Aug-72,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
Aug-72,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,0,,,,0
Aug-72,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
Aug-72,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
Aug-72,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
Aug-72,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,0,,,,0
Aug-72,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,0,,,,0
Aug-72,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,0,,,,0
Aug-72,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,0,,,,0
Aug-72,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,0,,,,0
Aug-72,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,0,,,,0
Aug-72,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,0,,,,0
Aug-72,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,0,,,,0
Sep-72,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,0,,,,0
Sep-72,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,0,,,,0
Sep-72,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,0,,,,0
Sep-72,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,0,,,,0
Sep-72,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,0,,,,0
Sep-72,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
Sep-72,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,0,,,,0
Sep-72,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,0,,,,0
Sep-72,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,0,,,,0
Sep-72,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,0,,,,0
Sep-72,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,0,,,,0
Sep-72,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,0,,,,0
Sep-72,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,0,,,,0
Sep-72,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,0,,,,0
Sep-72,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,0,,,,0
Sep-72,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,0,,,,0
Sep-72,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,0,,,,0
Sep-72,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,0,,,,0
Sep-72,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,0,,,,0
Sep-72,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
Sep-72,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,0,,,,0
Sep-72,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
Sep-72,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
Sep-72,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
Sep-72,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,0,,,,0
Sep-72,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,0,,,,0
Sep-72,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,0,,,,0
Sep-72,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,0,,,,0
Sep-72,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,0,,,,0
Sep-72,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,0,,,,0
Sep-72,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,0,,,,0
Sep-72,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,0,,,,0
Oct-72,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,0,,,,0
Oct-72,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,0,,,,0
Oct-72,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,0,,,,0
Oct-72,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,0,,,,0
Oct-72,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,0,,,,0
Oct-72,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,0,,,,0
Oct-72,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,0,,,,0
Oct-72,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,0,,,,0
Oct-72,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,0,,,,0
Oct-72,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,0,,,,0
Oct-72,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,0,,,,0
Oct-72,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,0,,,,0
Oct-72,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,0,,,,0
Oct-72,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,0,,,,0
Oct-72,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,0,,,,0
Oct-72,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,0,,,,0
Oct-72,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,0,,,,0
Oct-72,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,0,,,,0
Oct-72,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,0,,,,0
Oct-72,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,0,,,,0
Oct-72,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,0,,,,0
Oct-72,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,0,,,,0
Oct-72,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,0,,,,0
Oct-72,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,0,,,,0
Oct-72,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,0,,,,0
Oct-72,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,0,,,,0
Oct-72,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,0,,,,0
Oct-72,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,0,,,,0
Oct-72,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,0,,,,0
Oct-72,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,0,,,,0
Oct-72,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,0,,,,0
Oct-72,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,0,,,,0
Nov-72,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,1300,,,,0
Nov-72,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,37150,,,,0
Nov-72,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,51524,,,,0
Nov-72,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,6774,,,,0
Nov-72,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,841,,,,0
Nov-72,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,200,,,,0
Nov-72,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,1636,,,,0
Nov-72,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,1003,,,,0
Nov-72,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,103,,,,0
Nov-72,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,6234,,,,0
Nov-72,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,12731,,,,0
Nov-72,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,1719,,,,0
Nov-72,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,169,,,,0
Nov-72,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,24413,,,,0
Nov-72,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,30576,,,,0
Nov-72,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,1150,,,,0
Nov-72,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,0,,,,0
Nov-72,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,135,,,,0
Nov-72,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,103,,,,0
Nov-72,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,62,,,,0
Nov-72,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,9,,,,0
Nov-72,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,132,,,,0
Nov-72,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,22,,,,0
Nov-72,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,143,,,,0
Nov-72,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,144,,,,0
Nov-72,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,1744,,,,0
Nov-72,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,5615,,,,0
Nov-72,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,1824,,,,0
Nov-72,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,34,,,,0
Nov-72,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,4291,,,,0
Nov-72,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,842,,,,0
Nov-72,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,873,,,,0
Dec-72,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,1124,,,,0
Dec-72,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,34780,,,,0
Dec-72,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,48403,,,,0
Dec-72,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,5185,,,,0
Dec-72,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,707,,,,0
Dec-72,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,177,,,,0
Dec-72,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,2226,,,,0
Dec-72,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,1515,,,,0
Dec-72,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,89,,,,0
Dec-72,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,5055,,,,0
Dec-72,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,11048,,,,0
Dec-72,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,912,,,,0
Dec-72,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,164,,,,0
Dec-72,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,24445,,,,0
Dec-72,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,30145,,,,0
Dec-72,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,1046,,,,0
Dec-72,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,0,,,,0
Dec-72,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,144,,,,0
Dec-72,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,127,,,,0
Dec-72,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,52,,,,0
Dec-72,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,8,,,,0
Dec-72,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,91,,,,0
Dec-72,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,25,,,,0
Dec-72,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,66,,,,0
Dec-72,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,128,,,,0
Dec-72,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,1444,,,,0
Dec-72,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,4321,,,,0
Dec-72,Alberta,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722372,7.4.1,1065,,,,0
Dec-72,British Columbia,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722349,8.1.1,27,,,,0
Dec-72,British Columbia,,Onions,Cold and common storage,Tonnes,288,units ,0,v722357,8.2.1,3422,,,,0
Dec-72,British Columbia,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722365,8.3.1,511,,,,0
Dec-72,British Columbia,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722373,8.4.1,530,,,,0
Jan-73,Canada,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722342,1.1.1,955,,,,0
Jan-73,Canada,,Onions,Cold and common storage,Tonnes,288,units ,0,v722350,1.2.1,28082,,,,0
Jan-73,Canada,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722358,1.3.1,38598,,,,0
Jan-73,Canada,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722366,1.4.1,2684,,,,0
Jan-73,Maritime provinces,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722343,2.1.1,600,,,,0
Jan-73,Maritime provinces,,Onions,Cold and common storage,Tonnes,288,units ,0,v722351,2.2.1,152,,,,0
Jan-73,Maritime provinces,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722359,2.3.1,1379,,,,0
Jan-73,Maritime provinces,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722367,2.4.1,809,,,,0
Jan-73,Quebec,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722344,3.1.1,72,,,,0
Jan-73,Quebec,,Onions,Cold and common storage,Tonnes,288,units ,0,v722352,3.2.1,3967,,,,0
Jan-73,Quebec,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722360,3.3.1,8233,,,,0
Jan-73,Quebec,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722368,3.4.1,518,,,,0
Jan-73,Ontario,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722345,4.1.1,144,,,,0
Jan-73,Ontario,,Onions,Cold and common storage,Tonnes,288,units ,0,v722353,4.2.1,20504,,,,0
Jan-73,Ontario,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722361,4.3.1,26797,,,,0
Jan-73,Ontario,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722369,4.4.1,886,,,,0
Jan-73,Manitoba,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722346,5.1.1,1,,,,0
Jan-73,Manitoba,,Onions,Cold and common storage,Tonnes,288,units ,0,v722354,5.2.1,79,,,,0
Jan-73,Manitoba,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722362,5.3.1,92,,,,0
Jan-73,Manitoba,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722370,5.4.1,82,,,,0
Jan-73,Saskatchewan,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722347,6.1.1,8,,,,0
Jan-73,Saskatchewan,,Onions,Cold and common storage,Tonnes,288,units ,0,v722355,6.2.1,62,,,,0
Jan-73,Saskatchewan,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722363,6.3.1,25,,,,0
Jan-73,Saskatchewan,,Cabbage,Cold and common storage,Tonnes,288,units ,0,v722371,6.4.1,30,,,,0
Jan-73,Alberta,,Potatoes,Cold and common storage,Tonnes,288,units ,0,v722348,7.1.1,113,,,,0
Jan-73,Alberta,,Onions,Cold and common storage,Tonnes,288,units ,0,v722356,7.2.1,805,,,,0
Jan-73,Alberta,,Carrots,Cold and common storage,Tonnes,288,units ,0,v722364,7.3.1,1705,,,,0
